Student_ID,University,Department,Semester,Gender,Age,CGPA,Java,Python,DSA,DBMS,OS,CN,Web_Development,SQL,Git,Cloud,AI_ML,Communication,Aptitude,Teamwork,Internship,Certifications,Resume_Score,Coding_Test_Score,Mock_Interview_Score,Curriculum_Coverage,Industry_Skill_Level,Skill_Gap_Score,Placement,Company,Package_LPA,Placement_Probability
S0452,University B,CSE-DS,8,Female,23,5.77,1,2,4,4,2,4,1,3,2,5,5,5,3,3,No,5,59,94,77,2.71,3.43,1.57,Yes,Wipro,5.08,0.9
S0453,University D,IT,8,Female,22,9.32,5,2,4,2,1,3,4,2,3,5,1,2,4,1,Yes,1,51,97,74,3.0,3.14,1.86,Yes,TCS,6.31,1.0
S0454,University B,CSE-DS,8,Male,23,6.02,5,1,3,4,2,2,4,5,4,5,3,1,4,3,No,0,53,81,69,3.57,3.14,1.86,Yes,IBM,14.48,0.77
S0455,University D,IT,8,Female,20,6.28,3,5,5,4,5,4,1,1,2,1,2,1,1,1,No,1,54,74,51,3.29,2.71,2.29,Yes,Microsoft,7.63,0.79
S0456,University A,CSE-AI,8,Male,22,6.47,3,4,2,2,2,3,3,5,3,1,1,2,5,5,No,5,69,94,89,2.86,2.29,2.71,Yes,Cognizant,7.08,0.82
S0457,University C,CSE-AI,8,Male,21,9.46,2,1,4,4,3,1,2,3,1,2,1,5,3,4,Yes,3,65,70,52,2.71,2.29,2.71,Yes,TCS,4.18,1.0
S0458,University D,CSE,8,Female,24,8.91,1,3,3,4,4,3,5,3,4,3,3,4,1,3,No,5,71,97,78,3.29,3.0,2.0,Yes,Microsoft,15.12,1.0
S0459,University D,CSE-AI,8,Female,22,8.7,1,2,4,2,2,3,4,1,2,5,4,3,2,1,Yes,3,90,46,62,2.43,3.0,2.0,Yes,Amazon,16.66,0.97
S0460,University D,CSE-AI,8,Female,24,9.41,4,5,4,3,3,2,1,5,5,3,5,1,4,4,No,2,57,40,76,3.14,3.86,1.14,Yes,Wipro,17.41,0.93
S0461,University A,CSE-DS,8,Male,22,7.96,2,3,4,3,1,3,1,4,1,2,3,5,1,1,No,2,50,67,67,2.57,2.86,2.14,Yes,TCS,13.4,0.91
S0462,University C,CSE-DS,8,Female,21,9.37,5,5,2,1,3,2,2,4,5,1,3,2,1,4,No,1,93,80,69,2.71,3.29,1.71,Yes,Infosys,9.84,0.98
S0463,University A,CSE-AI,8,Female,22,7.98,3,5,2,2,3,2,4,5,2,3,3,1,3,5,No,4,61,64,95,3.0,2.71,2.29,Yes,IBM,16.64,0.85
S0464,University C,CSE,8,Female,21,7.72,3,4,3,4,4,4,4,4,1,5,1,4,1,2,No,6,65,77,77,3.71,3.0,2.0,Yes,Microsoft,9.1,1.0
S0465,University A,CSE-AI,8,Male,24,7.27,1,4,5,4,1,1,1,3,1,3,5,1,3,5,No,5,71,95,48,2.29,2.86,2.14,Yes,Microsoft,5.32,0.91
S0466,University D,IT,8,Male,20,8.76,4,2,2,2,3,3,1,4,5,2,1,1,1,2,Yes,4,56,55,58,2.71,2.43,2.57,Yes,TCS,5.05,0.89
S0467,University D,CSE-DS,8,Female,20,6.82,4,2,2,5,3,5,4,5,1,4,2,1,2,2,Yes,1,82,87,89,4.0,2.29,2.71,Yes,Deloitte,11.7,0.87
S0468,University D,CSE,8,Female,21,9.72,4,3,3,4,4,1,4,4,4,2,1,3,4,1,No,0,87,59,47,3.43,2.86,2.14,Yes,Microsoft,13.18,0.96
S0469,University C,CSE-DS,8,Female,20,7.56,4,3,1,2,3,5,5,2,3,5,4,5,1,2,Yes,2,91,86,81,3.14,3.57,1.43,Yes,Wipro,8.59,1.0
S0470,University A,CSE,8,Female,23,9.53,4,4,4,5,2,5,5,5,3,2,3,5,5,3,No,0,52,41,99,4.29,3.57,1.43,Yes,Accenture,14.49,0.98
S0471,University A,IT,8,Female,21,6.92,2,2,1,2,4,4,1,1,5,3,1,1,1,4,No,4,90,93,46,2.14,2.14,2.86,Yes,Cognizant,17.35,0.78
S0472,University B,CSE,8,Female,23,9.85,5,5,2,2,3,4,4,3,2,2,2,4,5,2,Yes,4,51,80,87,3.29,3.14,1.86,Yes,TCS,4.94,1.0
S0473,University A,CSE-AI,8,Female,20,8.0,1,3,2,5,4,2,2,5,4,5,3,3,5,5,Yes,6,54,68,72,3.0,3.0,2.0,Yes,Infosys,12.88,0.94
S0474,University C,IT,8,Male,24,6.02,2,1,5,5,3,1,2,3,3,4,3,1,2,3,Yes,4,86,55,99,3.0,2.71,2.29,Yes,Microsoft,11.27,0.83
S0475,University A,CSE-DS,8,Male,23,8.57,1,5,4,3,1,1,3,4,3,2,3,1,2,2,No,6,92,98,48,2.43,2.71,2.29,Yes,Infosys,7.03,0.98
S0476,University A,CSE-AI,8,Female,20,8.13,5,1,5,4,2,3,1,1,1,4,5,2,3,4,No,2,100,94,59,3.0,3.29,1.71,Yes,TCS,3.82,1.0
S0477,University A,CSE-AI,8,Female,24,7.93,1,4,4,2,4,4,5,2,1,4,1,5,3,3,Yes,2,77,98,48,3.14,2.86,2.14,Yes,Infosys,7.07,1.0
S0478,University A,CSE-DS,8,Male,23,8.0,1,2,1,1,1,2,4,2,3,1,3,3,5,2,No,1,88,65,75,1.71,2.0,3.0,Yes,Infosys,13.36,0.75
S0479,University B,CSE-AI,8,Male,22,8.6,3,2,4,3,3,5,3,2,5,3,3,5,5,1,Yes,2,76,85,84,3.29,3.57,1.43,Yes,Infosys,10.79,1.0
S0480,University D,CSE,8,Female,23,8.76,2,1,3,2,1,2,4,4,1,1,4,1,3,3,No,2,55,43,62,2.57,1.86,3.14,Yes,IBM,16.32,0.74
S0481,University D,IT,8,Male,20,7.45,2,2,4,2,4,5,1,3,1,5,3,1,5,3,No,6,98,77,58,3.0,2.57,2.43,Yes,Cognizant,14.86,0.91
S0482,University C,CSE-DS,8,Female,20,7.93,3,5,4,4,5,5,5,3,2,4,4,2,2,1,No,6,93,100,62,4.14,3.43,1.57,Yes,Accenture,4.78,1.0
S0483,University B,IT,8,Male,24,8.21,3,3,3,5,1,1,3,5,3,3,2,4,4,1,No,0,79,42,67,3.0,3.0,2.0,Yes,Amazon,10.7,0.87
S0484,University B,IT,8,Female,20,9.63,3,5,5,3,1,4,2,3,3,3,4,2,2,2,Yes,6,89,81,48,3.0,3.57,1.43,Yes,TCS,6.99,1.0
S0485,University B,CSE-DS,8,Female,23,7.93,2,1,3,3,1,3,5,1,5,2,3,1,1,5,No,0,82,44,60,2.57,2.43,2.57,No,,0.0,0.72
S0486,University A,CSE-AI,8,Female,24,5.81,4,3,2,1,3,5,3,3,4,3,4,3,5,1,Yes,2,52,58,54,3.0,3.29,1.71,Yes,TCS,17.18,0.81
S0487,University D,IT,8,Female,22,8.65,5,5,3,2,4,5,1,2,4,1,1,2,5,5,No,4,96,47,99,3.14,3.0,2.0,Yes,TCS,16.68,0.94
S0488,University B,IT,8,Female,21,6.36,5,3,2,3,2,3,2,4,3,1,2,4,4,3,Yes,2,85,72,49,3.0,2.86,2.14,Yes,Deloitte,17.22,0.9
S0489,University B,IT,8,Male,21,8.01,2,5,2,4,5,2,5,3,3,3,3,1,1,4,No,4,59,76,76,3.29,2.71,2.29,Yes,Accenture,12.99,0.85
S0490,University A,CSE-DS,8,Female,24,6.03,3,5,4,1,2,1,4,1,2,1,2,5,5,4,No,2,58,65,89,2.29,3.14,1.86,Yes,Capgemini,11.85,0.85
S0491,University D,CSE-DS,8,Female,21,8.18,1,1,1,3,4,4,4,4,3,4,2,2,5,5,Yes,1,50,77,82,3.0,2.0,3.0,Yes,Deloitte,9.05,0.82
S0492,University A,CSE-AI,8,Female,24,7.74,5,3,1,2,3,4,3,1,5,5,5,5,5,4,No,2,74,60,93,2.71,4.14,0.86,Yes,Wipro,6.18,0.94
S0493,University A,CSE-AI,8,Male,20,6.72,5,3,1,3,3,2,1,3,3,4,4,2,2,3,No,4,98,46,59,2.57,3.14,1.86,Yes,Wipro,13.5,0.81
S0494,University D,IT,8,Female,22,8.13,1,5,5,2,1,4,1,3,2,3,5,4,4,5,Yes,6,79,58,52,2.43,3.57,1.43,Yes,Infosys,14.24,1.0
S0495,University C,CSE-AI,8,Male,20,5.88,2,3,1,3,1,2,1,3,2,5,3,3,4,5,Yes,5,94,60,47,1.86,2.71,2.29,Yes,Amazon,10.0,0.84
S0496,University B,CSE,8,Female,22,6.58,5,4,2,2,3,4,2,4,2,4,3,2,2,1,Yes,0,77,44,76,3.14,3.14,1.86,Yes,Accenture,11.87,0.84
S0497,University D,IT,8,Female,21,8.2,5,2,3,4,5,2,3,2,3,4,4,4,5,3,No,2,56,54,52,3.43,3.57,1.43,Yes,Capgemini,17.94,0.93
S0498,University C,CSE-DS,8,Female,23,8.41,1,2,4,3,1,3,4,2,4,4,5,4,2,1,No,2,82,53,99,2.57,3.43,1.57,Yes,TCS,15.24,0.9
S0499,University C,CSE-AI,8,Male,20,7.22,4,4,4,3,1,3,4,2,3,1,3,4,4,2,Yes,4,63,89,85,3.0,3.29,1.71,Yes,Microsoft,5.15,1.0
S0500,University B,CSE,8,Male,20,9.03,1,3,3,5,1,1,5,2,3,5,2,2,5,4,Yes,2,60,98,68,2.57,2.71,2.29,Yes,Accenture,8.47,1.0
S0501,University A,CSE,8,Male,24,8.82,5,1,5,4,4,1,2,3,3,1,2,2,1,3,Yes,6,100,64,86,3.43,2.71,2.29,Yes,Capgemini,9.51,1.0
S0502,University D,IT,8,Female,23,8.68,4,1,1,5,5,2,1,5,4,2,5,3,3,4,Yes,2,67,69,57,3.29,2.86,2.14,Yes,Microsoft,5.0,0.91
S0503,University D,CSE-DS,8,Female,24,5.91,4,5,3,4,3,5,5,2,4,1,4,4,3,5,Yes,3,64,76,46,3.71,3.57,1.43,Yes,Accenture,9.46,0.91
S0504,University D,CSE-DS,8,Female,22,5.98,3,3,2,1,1,5,2,2,4,5,2,1,2,4,No,4,96,93,81,2.29,2.86,2.14,Yes,TCS,14.91,0.83
S0505,University A,IT,8,Male,23,8.76,2,1,3,5,5,4,1,3,2,5,4,5,4,3,Yes,2,79,85,75,3.29,3.14,1.86,Yes,Infosys,11.22,1.0
S0506,University D,CSE-DS,8,Female,24,6.06,1,2,5,1,2,2,4,1,1,4,4,2,5,4,Yes,5,85,66,70,2.29,2.71,2.29,Yes,Infosys,3.64,0.88
S0507,University D,CSE,8,Female,23,6.92,3,5,2,2,3,5,2,5,3,5,5,3,4,4,Yes,2,97,86,99,3.14,3.71,1.29,Yes,Wipro,17.42,0.98
S0508,University A,CSE-AI,8,Female,22,6.29,4,1,1,3,2,2,1,5,4,3,1,1,5,4,Yes,0,72,80,80,2.57,2.14,2.86,Yes,Cognizant,16.75,0.76
S0509,University D,CSE-DS,8,Female,24,9.11,4,5,3,3,5,4,3,5,5,2,1,5,2,1,Yes,2,61,56,81,3.86,3.57,1.43,Yes,Amazon,5.03,1.0
S0510,University C,CSE-DS,8,Male,21,8.44,4,2,2,1,2,2,1,5,2,2,2,4,1,3,Yes,0,58,72,96,2.43,2.57,2.43,Yes,Deloitte,10.1,0.94
S0511,University D,CSE-DS,8,Male,20,7.96,4,4,4,3,3,5,3,5,1,5,2,2,3,2,No,4,78,71,89,3.86,3.14,1.86,Yes,Infosys,15.33,0.99
S0512,University C,CSE,8,Female,20,9.31,4,3,4,2,5,5,2,4,3,2,1,2,4,3,Yes,0,87,59,66,3.71,2.71,2.29,Yes,Cognizant,4.91,1.0
S0513,University B,CSE-AI,8,Male,23,8.35,4,4,1,3,3,1,5,1,4,5,4,4,2,4,Yes,0,73,41,84,2.57,3.71,1.29,Yes,Wipro,16.91,0.94
S0514,University A,CSE-AI,8,Male,22,9.17,1,1,4,1,3,1,5,3,2,5,1,3,3,2,No,4,50,100,87,2.57,2.43,2.57,Yes,TCS,9.55,1.0
S0515,University A,CSE,8,Male,21,5.87,4,1,3,5,2,5,4,2,1,3,3,5,3,1,No,3,86,93,89,3.57,2.86,2.14,Yes,Deloitte,4.79,0.89
S0516,University C,IT,8,Male,21,8.71,2,3,5,1,2,1,2,3,4,1,2,3,2,2,No,0,74,85,63,2.29,2.86,2.14,Yes,Wipro,6.17,0.94
S0517,University D,CSE-DS,8,Female,21,6.7,2,2,3,3,4,3,1,4,3,5,3,3,5,4,Yes,0,87,64,54,2.86,3.0,2.0,Yes,Accenture,11.57,0.87
S0518,University A,CSE-DS,8,Male,22,7.01,5,5,3,1,5,2,3,2,4,3,1,1,5,2,No,1,79,77,65,3.0,3.14,1.86,Yes,IBM,9.08,0.87
S0519,University D,IT,8,Male,22,9.33,1,2,4,4,3,3,1,2,3,3,2,4,5,2,Yes,3,89,69,82,2.57,2.71,2.29,Yes,IBM,12.14,1.0
S0520,University B,CSE-AI,8,Male,22,8.68,5,3,4,4,3,1,2,5,1,4,4,3,5,4,Yes,1,82,50,64,3.43,3.43,1.57,Yes,Amazon,16.8,1.0
S0521,University B,CSE-AI,8,Female,20,8.97,1,1,3,2,3,4,4,2,4,1,2,2,2,3,No,0,61,55,99,2.71,2.0,3.0,Yes,Infosys,6.55,0.77
S0522,University D,CSE,8,Female,23,7.6,3,1,4,5,4,2,4,4,4,2,1,4,2,3,Yes,3,99,60,63,3.71,2.71,2.29,Yes,IBM,15.8,0.95
S0523,University C,IT,8,Male,22,8.45,5,1,2,5,2,2,3,3,3,5,1,5,5,4,Yes,5,64,48,76,3.14,3.14,1.86,Yes,Accenture,6.32,1.0
S0524,University A,CSE-AI,8,Female,21,7.19,2,4,2,3,3,4,4,1,3,4,2,2,4,5,Yes,3,55,62,88,2.71,2.71,2.29,Yes,IBM,14.49,0.86
S0525,University A,CSE-AI,8,Female,24,8.03,4,4,1,4,4,4,1,3,4,3,1,5,4,5,No,6,80,85,66,3.0,3.14,1.86,Yes,Cognizant,16.16,1.0
S0526,University C,CSE-DS,8,Female,22,8.84,1,2,1,3,5,3,2,5,5,4,4,1,4,3,Yes,0,81,69,68,2.86,2.57,2.43,Yes,Microsoft,4.25,0.84
S0527,University A,CSE,8,Male,21,8.47,1,5,3,2,3,3,4,1,4,3,3,1,5,1,No,5,52,74,92,2.43,2.86,2.14,Yes,Wipro,9.44,0.88
S0528,University A,CSE-DS,8,Female,23,8.28,4,3,3,4,5,2,5,5,4,1,1,3,3,1,Yes,4,96,80,96,4.0,2.71,2.29,Yes,IBM,16.73,1.0
S0529,University B,CSE-DS,8,Male,24,7.26,2,3,1,4,1,2,5,3,3,5,5,5,2,1,No,4,80,53,93,2.57,3.43,1.57,Yes,Capgemini,17.53,0.87
S0530,University C,IT,8,Female,24,7.25,2,3,3,1,4,2,1,4,2,3,3,4,5,3,Yes,1,64,41,90,2.43,2.86,2.14,Yes,Infosys,8.37,0.86
S0531,University A,IT,8,Female,20,6.95,4,4,5,1,3,3,3,3,4,2,4,4,2,5,Yes,5,74,56,70,3.14,3.86,1.14,Yes,Microsoft,3.98,1.0
S0532,University D,CSE-AI,8,Female,24,6.41,5,3,3,3,3,4,4,1,2,5,5,2,5,3,No,3,98,41,93,3.29,3.57,1.43,Yes,Amazon,18.1,0.84
S0533,University A,CSE-DS,8,Female,21,6.08,5,1,1,4,2,2,1,5,3,2,2,4,5,4,No,6,63,66,83,2.86,2.57,2.43,Yes,Cognizant,7.68,0.8
S0534,University B,CSE-AI,8,Male,24,9.28,4,4,3,4,2,2,4,3,1,5,3,4,2,1,No,4,91,66,71,3.14,3.43,1.57,Yes,TCS,9.65,1.0
S0535,University B,IT,8,Male,22,8.01,4,1,3,5,2,2,5,4,1,3,1,5,4,5,Yes,6,60,69,68,3.57,2.57,2.43,Yes,Accenture,14.35,1.0
S0536,University A,CSE,8,Male,23,6.08,1,1,2,5,4,4,2,5,4,2,2,4,5,1,No,6,60,55,74,3.29,2.29,2.71,No,,0.0,0.72
S0537,University D,IT,8,Male,20,9.32,4,4,1,4,3,5,1,5,5,1,4,4,1,3,No,6,96,89,47,3.29,3.29,1.71,Yes,Amazon,8.95,1.0
S0538,University C,CSE-DS,8,Female,22,6.14,3,5,1,2,3,4,3,2,2,4,2,3,1,3,Yes,3,95,71,93,2.57,2.86,2.14,Yes,Capgemini,7.17,0.89
S0539,University D,CSE-DS,8,Male,21,8.96,3,5,3,5,1,2,2,5,3,1,2,3,5,3,No,2,95,50,81,3.0,2.86,2.14,Yes,Deloitte,13.01,0.93
S0540,University C,CSE-DS,8,Female,23,6.14,3,4,3,2,1,2,5,3,2,5,1,3,3,5,No,3,89,97,55,2.71,3.0,2.0,Yes,Wipro,18.09,0.92
S0541,University B,CSE-AI,8,Female,20,8.35,5,4,2,4,4,1,1,3,2,3,2,2,2,3,Yes,5,62,62,76,2.86,2.86,2.14,Yes,TCS,10.39,0.99
S0542,University B,IT,8,Male,20,7.25,1,3,5,1,3,5,5,5,1,1,4,5,5,2,Yes,2,97,51,89,3.57,2.86,2.14,Yes,Accenture,17.55,0.93
S0543,University B,IT,8,Male,23,9.81,3,5,3,1,2,1,2,5,3,1,2,2,2,5,No,3,56,74,95,2.43,2.71,2.29,Yes,Infosys,4.27,0.97
S0544,University C,IT,8,Female,23,5.87,2,1,5,5,2,5,4,3,5,1,5,4,1,4,Yes,4,90,79,93,3.71,3.29,1.71,Yes,TCS,10.34,0.89
S0545,University D,IT,8,Male,21,8.28,3,5,4,5,3,3,3,5,2,3,3,5,5,3,No,0,98,100,56,3.71,3.57,1.43,Yes,Cognizant,10.81,1.0
S0546,University B,CSE-AI,8,Female,21,5.79,4,3,1,4,3,5,2,2,1,2,2,3,5,3,No,6,83,70,51,3.0,2.29,2.71,Yes,Microsoft,13.77,0.79
S0547,University D,CSE-DS,8,Female,24,6.34,4,2,2,5,2,3,5,4,5,4,3,2,3,4,No,2,59,59,66,3.57,3.14,1.86,Yes,Cognizant,14.4,0.75
S0548,University B,CSE-AI,8,Female,22,7.23,4,1,4,1,4,3,2,4,3,1,2,2,3,3,No,0,70,67,95,3.14,2.43,2.57,Yes,Amazon,9.24,0.79
S0549,University D,CSE-DS,8,Male,23,5.97,2,2,3,4,5,4,1,4,4,2,3,5,5,4,Yes,0,53,80,66,3.29,3.0,2.0,Yes,Cognizant,7.64,0.84
S0550,University A,CSE-DS,8,Female,23,6.09,1,3,4,2,2,5,3,5,2,5,1,4,2,3,No,4,83,92,63,3.14,2.86,2.14,Yes,Wipro,13.84,0.91
S0551,University A,CSE-DS,8,Male,24,8.79,2,2,3,4,2,4,3,3,2,3,3,5,1,2,Yes,5,76,67,70,3.0,2.86,2.14,Yes,TCS,15.59,1.0
S0552,University B,CSE,8,Female,22,7.42,1,5,3,5,4,3,5,3,1,1,5,1,5,1,Yes,6,82,94,99,3.43,2.43,2.57,Yes,Deloitte,4.82,0.93
S0553,University B,CSE-DS,8,Female,21,7.55,2,3,1,2,5,3,4,5,4,1,4,5,3,1,No,0,50,54,65,3.14,2.86,2.14,Yes,Capgemini,9.91,0.76
S0554,University B,CSE-AI,8,Female,21,8.89,5,3,5,2,2,2,2,3,2,1,1,5,5,1,Yes,4,72,44,65,3.0,3.14,1.86,Yes,Accenture,16.56,1.0
S0555,University A,CSE,8,Male,24,7.37,3,2,2,3,1,2,4,1,4,1,4,2,4,1,No,3,75,52,58,2.29,2.57,2.43,Yes,Microsoft,15.06,0.75
S0556,University A,IT,8,Female,23,9.52,5,1,2,2,1,4,5,3,3,4,2,2,1,5,No,3,66,72,52,3.14,2.71,2.29,Yes,TCS,17.67,0.96
S0557,University B,CSE-AI,8,Female,20,9.73,1,3,3,3,1,4,3,2,1,4,4,1,3,3,Yes,1,65,51,81,2.43,2.43,2.57,Yes,Amazon,3.64,0.92
S0558,University C,CSE-DS,8,Male,20,5.77,2,3,3,5,4,2,4,2,2,5,2,2,3,1,Yes,0,81,53,64,3.14,2.71,2.29,Yes,Cognizant,9.55,0.79
S0559,University D,IT,8,Male,24,6.96,4,1,2,4,1,5,4,5,5,2,2,1,1,3,Yes,0,76,44,52,3.57,2.43,2.57,Yes,Deloitte,18.03,0.74
S0560,University B,CSE,8,Male,23,9.06,1,3,4,4,3,2,3,5,3,5,1,4,4,5,Yes,1,64,72,53,3.14,3.0,2.0,Yes,Wipro,15.58,1.0
S0561,University D,CSE,8,Male,21,6.74,5,1,2,2,3,2,3,3,4,5,5,5,5,3,Yes,2,77,63,87,2.86,3.86,1.14,Yes,TCS,5.68,0.95
S0562,University C,CSE-DS,8,Male,22,5.56,1,2,2,4,3,1,5,4,4,3,2,5,4,4,Yes,3,89,56,79,2.86,2.71,2.29,Yes,Capgemini,10.1,0.8
S0563,University C,CSE-DS,8,Female,23,7.0,4,5,4,1,3,5,3,1,3,4,1,5,2,1,Yes,3,57,47,80,3.0,3.71,1.29,Yes,Wipro,14.19,1.0
S0564,University B,CSE-DS,8,Male,20,7.93,1,5,2,4,5,2,2,2,1,2,3,5,5,2,Yes,6,84,63,79,2.57,2.71,2.29,Yes,Amazon,6.96,0.99
S0565,University A,CSE-DS,8,Female,21,8.49,5,2,2,5,5,4,2,3,1,4,3,4,5,4,No,3,70,48,91,3.71,3.0,2.0,Yes,TCS,17.57,0.93
S0566,University B,IT,8,Male,24,9.56,5,5,1,1,4,2,2,4,2,2,4,2,4,4,Yes,1,72,44,59,2.71,3.0,2.0,Yes,Capgemini,17.95,0.96
S0567,University D,CSE-AI,8,Male,22,9.66,2,2,4,2,3,3,1,1,5,3,5,1,5,4,Yes,5,78,59,97,2.29,3.14,1.86,Yes,Microsoft,5.37,0.99
S0568,University D,CSE,8,Male,22,9.35,1,4,3,1,4,4,5,2,4,3,2,5,1,1,No,1,92,71,98,2.86,3.14,1.86,Yes,IBM,14.02,1.0
S0569,University D,IT,8,Male,24,9.21,3,3,5,3,4,3,3,1,1,1,4,2,5,4,Yes,4,77,82,62,3.14,2.71,2.29,Yes,Deloitte,5.06,1.0
S0570,University B,CSE-AI,8,Male,22,5.97,1,5,1,1,2,3,5,5,4,4,1,3,4,4,Yes,3,90,87,94,2.57,2.71,2.29,Yes,TCS,9.98,0.86
S0571,University D,CSE-DS,8,Male,23,5.93,4,1,4,3,3,3,3,2,3,4,1,3,4,3,Yes,1,85,89,100,3.14,2.86,2.14,Yes,Cognizant,11.71,0.92
S0572,University D,CSE-DS,8,Male,21,9.27,3,3,5,5,2,3,3,1,1,4,3,5,4,2,No,1,66,94,90,3.14,3.43,1.57,Yes,Cognizant,10.78,1.0
S0573,University B,CSE-DS,8,Female,23,6.92,1,2,5,3,5,5,3,5,5,2,4,5,1,2,Yes,0,95,78,87,3.86,3.43,1.57,Yes,Capgemini,9.57,0.94
S0574,University B,IT,8,Male,21,6.09,4,1,3,5,5,1,3,2,4,1,2,5,2,3,Yes,3,64,93,89,3.29,2.86,2.14,Yes,Accenture,18.25,0.92
S0575,University C,IT,8,Female,22,5.55,2,1,5,4,4,4,5,5,5,2,4,2,5,5,No,5,86,96,69,4.14,3.0,2.0,Yes,Cognizant,14.7,0.82
S0576,University B,IT,8,Female,24,9.46,2,3,5,3,1,2,3,2,5,5,2,1,5,4,No,0,88,54,91,2.57,3.29,1.71,Yes,Amazon,8.73,0.94
S0577,University C,CSE-DS,8,Male,24,9.18,4,5,4,4,5,4,1,2,1,5,4,5,1,3,No,6,95,49,49,3.43,4.0,1.0,Yes,Infosys,13.73,1.0
S0578,University A,CSE,8,Male,24,7.66,2,4,2,4,3,5,3,3,2,5,5,4,2,5,No,6,50,79,48,3.14,3.43,1.57,Yes,Cognizant,14.18,0.94
S0579,University B,CSE,8,Female,22,7.32,2,2,2,5,2,2,1,4,1,3,1,1,4,5,No,6,76,64,89,2.57,1.71,3.29,Yes,Cognizant,10.62,0.79
S0580,University A,CSE-AI,8,Male,24,6.28,4,3,4,1,2,3,4,2,2,3,1,3,4,1,No,0,88,43,80,2.86,2.86,2.14,Yes,Cognizant,4.39,0.8
S0581,University C,CSE-AI,8,Female,21,5.56,3,4,3,1,5,5,3,1,2,2,5,4,2,5,Yes,2,56,95,88,3.0,3.29,1.71,Yes,Microsoft,17.19,0.89
S0582,University D,IT,8,Female,20,7.73,4,1,5,1,5,1,3,3,1,3,2,5,5,2,Yes,3,62,78,54,3.14,3.0,2.0,Yes,Cognizant,18.46,1.0
S0583,University D,CSE-AI,8,Female,22,8.44,1,3,2,3,2,2,4,2,4,1,3,1,4,5,Yes,6,83,45,87,2.29,2.14,2.86,Yes,Amazon,13.32,0.84
S0584,University A,CSE-AI,8,Male,22,6.1,2,3,4,4,4,4,1,4,1,4,1,3,5,4,No,2,81,90,94,3.29,2.57,2.43,Yes,TCS,7.81,0.86
S0585,University A,CSE-AI,8,Male,23,9.43,5,5,2,3,1,5,1,1,3,4,2,3,5,1,No,5,82,73,99,2.57,3.43,1.57,Yes,Cognizant,6.17,1.0
S0586,University D,CSE-AI,8,Female,23,9.68,2,3,1,2,4,2,5,5,1,1,4,2,1,3,Yes,1,92,92,98,3.0,2.0,3.0,Yes,Wipro,8.46,0.96
S0587,University A,IT,8,Male,23,5.7,2,5,2,5,3,4,5,3,2,3,4,1,4,4,No,2,62,92,94,3.43,2.71,2.29,Yes,Microsoft,10.82,0.75
S0588,University A,IT,8,Male,20,6.07,2,1,1,1,2,4,1,2,5,3,2,3,4,3,No,2,86,56,51,1.86,2.43,2.57,No,,0.0,0.69
S0589,University D,CSE,8,Male,21,7.94,4,2,2,5,1,4,4,1,1,2,1,4,2,1,Yes,1,77,79,68,3.0,2.29,2.71,Yes,Wipro,10.07,0.95
S0590,University D,CSE,8,Female,20,8.69,1,5,1,2,3,3,2,3,4,2,1,4,4,2,No,4,54,54,56,2.14,2.57,2.43,Yes,Cognizant,12.91,0.86
S0591,University A,CSE-AI,8,Male,21,9.21,5,5,3,5,2,2,5,3,1,1,1,4,5,5,Yes,4,96,50,91,3.57,2.86,2.14,Yes,Cognizant,17.49,1.0
S0592,University D,CSE-AI,8,Female,24,5.53,1,5,1,4,5,1,2,1,5,5,1,1,4,5,No,2,93,79,69,2.14,2.71,2.29,No,,0.0,0.72
S0593,University B,IT,8,Male,22,6.6,4,4,2,4,5,3,2,2,3,2,4,3,2,3,Yes,3,69,49,47,3.14,3.14,1.86,Yes,Amazon,10.4,0.85
S0594,University C,IT,8,Female,22,6.42,4,4,4,4,4,4,4,4,3,3,3,4,2,5,Yes,1,63,85,57,4.0,3.57,1.43,Yes,Microsoft,12.03,0.97
S0595,University A,CSE-AI,8,Female,24,8.33,2,4,2,4,1,5,4,3,5,4,1,2,2,3,Yes,5,74,99,78,3.0,2.86,2.14,Yes,Deloitte,9.98,1.0
S0596,University A,CSE-DS,8,Male,22,8.43,3,5,2,4,5,2,2,4,3,4,2,2,4,3,Yes,5,56,90,49,3.14,3.0,2.0,Yes,TCS,4.79,1.0
S0597,University B,IT,8,Male,24,9.6,3,2,2,2,3,1,3,5,3,5,4,4,3,2,No,2,56,91,80,2.71,3.29,1.71,Yes,Wipro,5.9,1.0
S0598,University D,CSE-AI,8,Female,20,9.51,4,2,5,5,4,3,2,1,2,4,1,1,2,4,No,3,80,50,94,3.43,2.71,2.29,Yes,Cognizant,3.8,0.97
S0599,University D,CSE,8,Female,21,9.77,5,3,3,1,3,1,2,2,5,3,4,2,1,2,No,2,95,90,95,2.43,3.57,1.43,Yes,Microsoft,4.75,1.0
S0600,University A,CSE-DS,8,Male,21,7.11,3,2,5,3,5,1,4,3,2,1,2,3,3,4,No,2,52,57,92,3.43,2.57,2.43,Yes,Deloitte,18.43,0.82
S0601,University B,CSE-DS,8,Female,24,9.34,5,1,5,1,3,4,2,4,4,4,1,3,4,3,No,6,82,94,95,3.43,3.29,1.71,Yes,Cognizant,9.87,1.0
S0602,University B,CSE,8,Male,20,6.35,3,3,1,4,1,3,5,1,1,2,1,2,1,2,No,0,59,76,96,2.57,1.86,3.14,No,,0.0,0.7
